refcode	metal	m_ox	totcharge	CN	N	geometry	min	coord_sphere	formula_ligs_list	TMC_formula	d_elec	elem_nr	groups	len_groups	name
RORXUR	Ni	2	0	4	142	Square planar	0.11	('N', 'N', 'O', 'O')	['H12-C5-N-O', 'H12-C5-N-O']	H24-C10-N2-O2-Ni	8	28	['RORXUR']	1	Ni_2_4_Square planar_['N', 'N', 'O', 'O']
AWUTAN	Ni	2	0	4	294	Square planar	0.11	('N', 'N', 'O', 'O')	['H13-C13-N-O-F3', 'H13-C13-N-O-F3']	H26-C26-N2-O2-F6-Ni	8	28	['AWUTAN']	1	Ni_2_4_Square planar_['N', 'N', 'O', 'O']
SILCEV	Ni	2	0	4	168	Square planar	0.07	('N', 'N', 'O', 'O')	['H13-C13-N-O4', 'H3-N']	H16-C13-N2-O4-Ni	8	28	['SILCEV']	1	Ni_2_4_Square planar_['N', 'N', 'O', 'O']
SEHHIW	Ni	2	0	4	216	Square planar	0.08	('N', 'N', 'O', 'O')	['H13-C13-N-O4', 'H9-C7-N']	H22-C20-N2-O4-Ni	8	28	['SEHHIW']	1	Ni_2_4_Square planar_['N', 'N', 'O', 'O']
MOTBED	Ni	2	0	4	266	Square planar	0.07	('N', 'N', 'O', 'O')	['H13-C14-N2-O', 'H13-C14-N2-O']	H26-C28-N4-O2-Ni	8	28	['MOTBED']	1	Ni_2_4_Square planar_['N', 'N', 'O', 'O']
GUZQAV	Ni	2	0	4	298	Square planar	0.14	('N', 'N', 'O', 'O')	['H13-C14-N2-O-S', 'H13-C14-N2-O-S']	H26-C28-N4-O2-S2-Ni	8	28	['GUZQAV']	1	Ni_2_4_Square planar_['N', 'N', 'O', 'O']
ELUROV	Ni	2	0	4	294	Square planar	0.31	('N', 'N', 'O', 'O')	['H13-C15-N2-O2', 'H13-C15-N2-O2']	H26-C30-N4-O4-Ni	8	28	['ELUROV']	1	Ni_2_4_Square planar_['N', 'N', 'O', 'O']
LOWXAY	Ni	2	0	4	198	Square planar	0.24	('N', 'N', 'O', 'O')	['H13-C15-N2-O2-F3', 'H3-N']	H16-C15-N3-O2-F3-Ni	8	28	['LOWXAY']	1	Ni_2_4_Square planar_['N', 'N', 'O', 'O']
AWUDUS	Ni	2	0	4	244	Square planar	0.20	('N', 'N', 'O', 'O')	['H13-C16-N2-O2-Br', 'H5-C5-N']	H18-C21-N3-O2-Ni-Br	8	28	['AWUDUS']	1	Ni_2_4_Square planar_['N', 'N', 'O', 'O']
NOZMOE	Ni	2	0	4	192	Square planar	0.18	('N', 'N', 'O', 'O')	['H13-C19-N3-O2']	H13-C19-N3-O2-Ni	8	28	['NOZMOE']	1	Ni_2_4_Square planar_['N', 'N', 'O', 'O']
UDOLOP	Ni	2	0	4	460	Square planar	0.95	('N', 'N', 'O', 'O')	['H13-C5-N3', 'H67-C45-N-O3']	H80-C50-N4-O3-Ni	8	28	['UDOLOP']	1	Ni_2_4_Square planar_['N', 'N', 'O', 'O']
BOHWEC	Ni	2	0	4	186	Square planar	0.09	('N', 'N', 'O', 'O')	['H14-B-C12-N2', 'H7-C5-O2']	H21-B-C17-N2-O2-Ni	8	28	['BOHWEC']	1	Ni_2_4_Square planar_['N', 'N', 'O', 'O']
EMELAJ	Ni	2	0	4	754	Square planar	0.26	('N', 'N', 'O', 'O')	['H14-B-C31-N-O2-F15', 'H14-B-C31-N-O2-F15']	H28-B2-C62-N2-O4-F30-Ni	8	28	['EMELAJ']	1	Ni_2_4_Square planar_['N', 'N', 'O', 'O']
LEBJAG	Ni	2	0	4	234	Square planar	0.17	('N', 'N', 'O', 'O')	['H14-C10-N3-O', 'H14-C10-N3-O']	H28-C20-N6-O2-Ni	8	28	['LEBJAG']	1	Ni_2_4_Square planar_['N', 'N', 'O', 'O']
IMSANI	Ni	2	0	4	218	Square planar	0.08	('N', 'N', 'O', 'O')	['H14-C11-N-O', 'H14-C11-N-O']	H28-C22-N2-O2-Ni	8	28	['IMSANI', 'ACUJEQ', 'ZZZKLO01']	3	Ni_2_4_Square planar_['N', 'N', 'O', 'O']
BEPCAC	Ni	2	0	4	234	Square planar	0.13	('N', 'N', 'O', 'O')	['H14-C11-N-O2', 'H14-C11-N-O2']	H28-C22-N2-O4-Ni	8	28	['BEPCAC', 'DIMRIA10']	2	Ni_2_4_Square planar_['N', 'N', 'O', 'O']
RECYEG	Ni	2	0	4	250	Square planar	0.15	('N', 'N', 'O', 'O')	['H14-C11-N-O3', 'H14-C11-N-O3']	H28-C22-N2-O6-Ni	8	28	['RECYEG']	1	Ni_2_4_Square planar_['N', 'N', 'O', 'O']
KERNON	Ni	2	2	4	370	Square planar	0.11	('N', 'N', 'O', 'O')	['H14-C11-N2-O-Br2', 'H14-C11-N2-O-Br2']	H28-C22-N4-O2-Ni-Br4	8	28	['KERNON']	1	Ni_2_4_Square planar_['N', 'N', 'O', 'O']
VAWJAH	Ni	2	0	4	230	Square planar	0.19	('N', 'N', 'O', 'O')	['H14-C12-N-O', 'H14-C12-N-O']	H28-C24-N2-O2-Ni	8	28	['VAWJAH']	1	Ni_2_4_Square planar_['N', 'N', 'O', 'O']
POGSOU	Ni	2	0	4	246	Square planar	0.13	('N', 'N', 'O', 'O')	['H14-C12-N-O2', 'H14-C12-N-O2']	H28-C24-N2-O4-Ni	8	28	['POGSOU']	1	Ni_2_4_Square planar_['N', 'N', 'O', 'O']
PEMZOX	Ni	2	0	4	176	Square planar	0.21	('N', 'N', 'O', 'O')	['H14-C12-N2-O6']	H14-C12-N2-O6-Ni	8	28	['PEMZOX']	1	Ni_2_4_Square planar_['N', 'N', 'O', 'O']
TONSOG	Ni	2	0	4	254	Square planar	0.06	('N', 'N', 'O', 'O')	['H14-C14-N-O', 'H14-C14-N-O']	H28-C28-N2-O2-Ni	8	28	['TONSOG']	1	Ni_2_4_Square planar_['N', 'N', 'O', 'O']
LINZOZ	Ni	2	0	4	270	Square planar	0.10	('N', 'N', 'O', 'O')	['H14-C14-N-O2', 'H14-C14-N-O2']	H28-C28-N2-O4-Ni	8	28	['LINZOZ']	1	Ni_2_4_Square planar_['N', 'N', 'O', 'O']
FURGIK	Ni	2	0	4	286	Square planar	0.08	('N', 'N', 'O', 'O')	['H14-C14-N-O3', 'H14-C14-N-O3']	H28-C28-N2-O6-Ni	8	28	['FURGIK', 'DETHUI']	2	Ni_2_4_Square planar_['N', 'N', 'O', 'O']
GAZFUI	Ni	2	0	4	266	Square planar	0.08	('N', 'N', 'O', 'O')	['H14-C15-N-O', 'H14-C15-N-O']	H28-C30-N2-O2-Ni	8	28	['GAZFUI', 'YEGLEC', 'FOWGOO']	3	Ni_2_4_Square planar_['N', 'N', 'O', 'O']
EDAWEM	Ni	2	0	4	282	Square planar	0.08	('N', 'N', 'O', 'O')	['H14-C15-N-O2', 'H14-C15-N-O2']	H28-C30-N2-O4-Ni	8	28	['EDAWEM', 'TOMBOO', 'FIVLAA', 'LETZUH']	4	Ni_2_4_Square planar_['N', 'N', 'O', 'O']
FEBVUD	Ni	2	0	4	298	Square planar	0.08	('N', 'N', 'O', 'O')	['H14-C15-N-O3', 'H14-C15-N-O3']	H28-C30-N2-O6-Ni	8	28	['FEBVUD', 'FEBWAK']	2	Ni_2_4_Square planar_['N', 'N', 'O', 'O']
NORFOR	Ni	2	0	4	168	Square planar	0.16	('N', 'N', 'O', 'O')	['H14-C16-N2-O2']	H14-C16-N2-O2-Ni	8	28	['NORFOR', 'TUBJEH', 'SAENNI', 'COXNIN']	4	Ni_2_4_Square planar_['N', 'N', 'O', 'O']
YELPUB	Ni	2	0	4	184	Square planar	0.24	('N', 'N', 'O', 'O')	['H14-C16-N2-O4']	H14-C16-N2-O4-Ni	8	28	['YELPUB']	1	Ni_2_4_Square planar_['N', 'N', 'O', 'O']
GOQSAJ	Ni	2	0	4	216	Square planar	0.20	('N', 'N', 'O', 'O')	['H14-C17-N2-O2', 'H5-C5-N']	H19-C22-N3-O2-Ni	8	28	['GOQSAJ']	1	Ni_2_4_Square planar_['N', 'N', 'O', 'O']
UXOJEY	Ni	2	0	4	200	Square planar	0.25	('N', 'N', 'O', 'O')	['H14-C17-N2-O4', 'H3-N']	H17-C17-N3-O4-Ni	8	28	['UXOJEY']	1	Ni_2_4_Square planar_['N', 'N', 'O', 'O']
WENVOB	Ni	2	0	4	334	Square planar	0.32	('N', 'N', 'O', 'O')	['H14-C17-N3-O2', 'H14-C17-N3-O2']	H28-C34-N6-O4-Ni	8	28	['WENVOB']	1	Ni_2_4_Square planar_['N', 'N', 'O', 'O']
SIPFIG	Ni	2	0	4	302	Square planar	0.06	('N', 'N', 'O', 'O')	['H14-C18-N-O', 'H14-C18-N-O']	H28-C36-N2-O2-Ni	8	28	['SIPFIG', 'UNOJOX', 'LIHQIE', 'ZUZQOA']	4	Ni_2_4_Square planar_['N', 'N', 'O', 'O']
JIXQEN	Ni	2	0	4	324	Square planar	0.21	('N', 'N', 'O', 'O')	['H14-C18-N2-O2-F16']	H14-C18-N2-O2-F16-Ni	8	28	['JIXQEN']	1	Ni_2_4_Square planar_['N', 'N', 'O', 'O']
ODIZIL	Ni	2	0	4	382	Square planar	0.21	('N', 'N', 'O', 'O')	['H14-C19-N-O-Cl2', 'H14-C19-N-O-Cl2']	H28-C38-N2-O2-Cl4-Ni	8	28	['ODIZIL']	1	Ni_2_4_Square planar_['N', 'N', 'O', 'O']
ZEQLEP	Ni	2	0	4	330	Square planar	0.09	('N', 'N', 'O', 'O')	['H14-C19-N-O2', 'H14-C19-N-O2']	H28-C38-N2-O4-Ni	8	28	['ZEQLEP', 'ZEQLOZ', 'ZEQKOY', 'ZEQKEO']	4	Ni_2_4_Square planar_['N', 'N', 'O', 'O']
MUFSIQ	Ni	2	0	4	238	Square planar	0.22	('N', 'N', 'O', 'O')	['H14-C19-N2-O2', 'H8-C5-N2']	H22-C24-N4-O2-Ni	8	28	['MUFSIQ']	1	Ni_2_4_Square planar_['N', 'N', 'O', 'O']
HIQFOD	Ni	2	0	4	390	Square planar	0.33	('N', 'N', 'O', 'O')	['H14-C19-N4-O-Cl', 'H14-C19-N4-O-Cl']	H28-C38-N8-O2-Cl2-Ni	8	28	['HIQFOD']	1	Ni_2_4_Square planar_['N', 'N', 'O', 'O']
SEVMIS	Ni	2	0	4	466	Square planar	0.42	('N', 'N', 'O', 'O')	['H14-C20-N-O-Br2', 'H14-C20-N-O-Br2']	H28-C40-N2-O2-Ni-Br4	8	28	['SEVMIS']	1	Ni_2_4_Square planar_['N', 'N', 'O', 'O']
FUGCUG	Ni	2	0	4	208	Square planar	0.30	('N', 'N', 'O', 'O')	['H14-C20-N2-O4']	H14-C20-N2-O4-Ni	8	28	['FUGCUG', 'POFFOG']	2	Ni_2_4_Square planar_['N', 'N', 'O', 'O']
RIWDOQ	Ni	2	0	4	338	Square planar	0.07	('N', 'N', 'O', 'O')	['H14-C21-N-O', 'H14-C21-N-O']	H28-C42-N2-O2-Ni	8	28	['RIWDOQ']	1	Ni_2_4_Square planar_['N', 'N', 'O', 'O']
PAJHUE	Ni	2	0	4	268	Square planar	0.48	('N', 'N', 'O', 'O')	['H14-C21-N2-O2-Br2']	H14-C21-N2-O2-Ni-Br2	8	28	['PAJHUE']	1	Ni_2_4_Square planar_['N', 'N', 'O', 'O']
VOYWIP	Ni	2	0	4	232	Square planar	0.21	('N', 'N', 'O', 'O')	['H14-C22-N2-O2-F2', 'H3-N']	H17-C22-N3-O2-F2-Ni	8	28	['VOYWIP']	1	Ni_2_4_Square planar_['N', 'N', 'O', 'O']
OVETOZ	Ni	2	0	4	158	Square planar	0.11	('N', 'N', 'O', 'O')	['H14-C6-N-O', 'H14-C6-N-O']	H28-C12-N2-O2-Ni	8	28	['OVETOZ']	1	Ni_2_4_Square planar_['N', 'N', 'O', 'O']
SIBLIZ	Ni	2	1	4	144	Square planar	0.24	('N', 'N', 'O', 'O')	['H14-C6-N2', 'H7-C5-O2']	H21-C11-N2-O2-Ni	8	28	['SIBLIZ']	1	Ni_2_4_Square planar_['N', 'N', 'O', 'O']
SIBLOF	Ni	2	1	4	176	Square planar	0.35	('N', 'N', 'O', 'O')	['H14-C6-N2', 'H9-C10-O2']	H23-C16-N2-O2-Ni	8	28	['SIBLOF']	1	Ni_2_4_Square planar_['N', 'N', 'O', 'O']
CIBROU01	Ni	2	0	4	156	Square planar	0.02	('N', 'N', 'O', 'O')	['H14-C9-N4-O4']	H14-C9-N4-O4-Ni	8	28	['CIBROU01']	1	Ni_2_4_Square planar_['N', 'N', 'O', 'O']
BUDJAN	Ni	2	0	4	246	Square planar	0.13	('N', 'N', 'O', 'O')	['H15-C12-N2-O', 'H15-C12-N2-O']	H30-C24-N4-O2-Ni	8	28	['BUDJAN']	1	Ni_2_4_Square planar_['N', 'N', 'O', 'O']
FETLEW	Ni	2	0	4	314	Square planar	5.35	('N', 'N', 'O', 'O')	['H15-C13-N-O-Br', 'H15-C13-N-O-Br']	H30-C26-N2-O2-Ni-Br2	8	28	['FETLEW']	1	Ni_2_4_Square planar_['N', 'N', 'O', 'O']
RUHWUO	Ni	2	0	4	258	Square planar	0.02	('N', 'N', 'O', 'O')	['H15-C13-N2-O', 'H15-C13-N2-O']	H30-C26-N4-O2-Ni	8	28	['RUHWUO']	1	Ni_2_4_Square planar_['N', 'N', 'O', 'O']
LALRAS	Ni	2	0	4	274	Square planar	0.04	('N', 'N', 'O', 'O')	['H15-C13-N2-O2', 'H15-C13-N2-O2']	H30-C26-N4-O4-Ni	8	28	['LALRAS']	1	Ni_2_4_Square planar_['N', 'N', 'O', 'O']
TESHUU	Ni	2	0	4	270	Square planar	0.14	('N', 'N', 'O', 'O')	['H15-C14-N2-O', 'H15-C14-N2-O']	H30-C28-N4-O2-Ni	8	28	['TESHUU']	1	Ni_2_4_Square planar_['N', 'N', 'O', 'O']
CEBDIZ	Ni	2	0	4	282	Square planar	0.09	('N', 'N', 'O', 'O')	['H15-C15-N2-O', 'H15-C15-N2-O']	H30-C30-N4-O2-Ni	8	28	['CEBDIZ']	1	Ni_2_4_Square planar_['N', 'N', 'O', 'O']
OWUFOD	Ni	2	0	4	362	Square planar	0.11	('N', 'N', 'O', 'O')	['H15-C15-N2-O4-S', 'H15-C15-N2-O4-S']	H30-C30-N4-O8-S2-Ni	8	28	['OWUFOD']	1	Ni_2_4_Square planar_['N', 'N', 'O', 'O']
GASZAC	Ni	2	0	4	342	Square planar	0.15	('N', 'N', 'O', 'O')	['H15-C17-N-O2-Cl', 'H15-C17-N-O2-Cl']	H30-C34-N2-O4-Cl2-Ni	8	28	['GASZAC']	1	Ni_2_4_Square planar_['N', 'N', 'O', 'O']
ECOVEY	Ni	2	-1	4	192	Square planar	0.34	('N', 'N', 'O', 'O')	['H15-C17-N2-O4']	H15-C17-N2-O4-Ni	8	28	['ECOVEY']	1	Ni_2_4_Square planar_['N', 'N', 'O', 'O']
WELVAN	Ni	2	0	4	234	Square planar	0.17	('N', 'N', 'O', 'O')	['H15-C17-N3-O4', 'H4-C3-N2']	H19-C20-N5-O4-Ni	8	28	['WELVAN']	1	Ni_2_4_Square planar_['N', 'N', 'O', 'O']
NOMXOF	Ni	2	0	4	198	Square planar	0.32	('N', 'N', 'O', 'O')	['H15-C17-N3-O4']	H15-C17-N3-O4-Ni	8	28	['NOMXOF']	1	Ni_2_4_Square planar_['N', 'N', 'O', 'O']
MOJMUV	Ni	2	0	4	338	Square planar	0.08	('N', 'N', 'O', 'O')	['H15-C18-N-O-Cl', 'H15-C18-N-O-Cl']	H30-C36-N2-O2-Cl2-Ni	8	28	['MOJMUV']	1	Ni_2_4_Square planar_['N', 'N', 'O', 'O']
BELVIA	Ni	2	0	4	322	Square planar	0.08	('N', 'N', 'O', 'O')	['H15-C18-N-O-F', 'H15-C18-N-O-F']	H30-C36-N2-O2-F2-Ni	8	28	['BELVIA']	1	Ni_2_4_Square planar_['N', 'N', 'O', 'O']
BELVAS	Ni	2	0	4	370	Square planar	0.09	('N', 'N', 'O', 'O')	['H15-C19-N-O-F3', 'H15-C19-N-O-F3']	H30-C38-N2-O2-F6-Ni	8	28	['BELVAS']	1	Ni_2_4_Square planar_['N', 'N', 'O', 'O']
XONNIZ	Ni	2	0	4	284	Square planar	0.20	('N', 'N', 'O', 'O')	['H15-C21-N2-O3-Br', 'H5-C5-N']	H20-C26-N3-O3-Ni-Br	8	28	['XONNIZ']	1	Ni_2_4_Square planar_['N', 'N', 'O', 'O']
TILSOX	Ni	2	0	4	250	Square planar	0.20	('N', 'N', 'O', 'O')	['H15-C21-N3-O3', 'H4-C3-N2']	H19-C24-N5-O3-Ni	8	28	['TILSOX']	1	Ni_2_4_Square planar_['N', 'N', 'O', 'O']
MOHQEH	Ni	2	0	4	366	Square planar	0.50	('N', 'N', 'O', 'O')	['H15-C22-N2-O', 'H15-C22-N2-O']	H30-C44-N4-O2-Ni	8	28	['MOHQEH']	1	Ni_2_4_Square planar_['N', 'N', 'O', 'O']
GIFJAI	Ni	2	0	4	186	Square planar	0.19	('N', 'N', 'O', 'O')	['H15-C7-N2-O', 'H15-C7-N2-O']	H30-C14-N4-O2-Ni	8	28	['GIFJAI']	1	Ni_2_4_Square planar_['N', 'N', 'O', 'O']
QACKOV	Ni	2	0	4	222	Square planar	0.21	('N', 'N', 'O', 'O')	['H16-C11-N-O', 'H16-C11-N-O']	H32-C22-N2-O2-Ni	8	28	['QACKOV']	1	Ni_2_4_Square planar_['N', 'N', 'O', 'O']
CISXIM	Ni	2	0	4	216	Square planar	0.14	('N', 'N', 'O', 'O')	['H16-C12-N2-O2-Br2']	H16-C12-N2-O2-Ni-Br2	8	28	['CISXIM']	1	Ni_2_4_Square planar_['N', 'N', 'O', 'O']
UPEHUT	Ni	2	0	4	180	Square planar	0.18	('N', 'N', 'O', 'O')	['H16-C12-N2-O2-Cl2']	H16-C12-N2-O2-Cl2-Ni	8	28	['UPEHUT']	1	Ni_2_4_Square planar_['N', 'N', 'O', 'O']
YEGLIG	Ni	2	0	4	246	Square planar	0.14	('N', 'N', 'O', 'O')	['H16-C13-N-O', 'H16-C13-N-O']	H32-C26-N2-O2-Ni	8	28	['YEGLIG', 'BOLNEV']	2	Ni_2_4_Square planar_['N', 'N', 'O', 'O']
CAPVUM	Ni	2	0	4	158	Square planar	0.29	('N', 'N', 'O', 'O')	['H16-C14-N2-O2']	H16-C14-N2-O2-Ni	8	28	['CAPVUM']	1	Ni_2_4_Square planar_['N', 'N', 'O', 'O']
EXOBIC	Ni	2	0	4	166	Square planar	0.20	('N', 'N', 'O', 'O')	['H16-C14-N2-O3']	H16-C14-N2-O3-Ni	8	28	['EXOBIC']	1	Ni_2_4_Square planar_['N', 'N', 'O', 'O']
NUTJUH	Ni	2	0	4	270	Square planar	0.06	('N', 'N', 'O', 'O')	['H16-C15-N-O', 'H16-C15-N-O']	H32-C30-N2-O2-Ni	8	28	['NUTJUH', 'NIJCAN']	2	Ni_2_4_Square planar_['N', 'N', 'O', 'O']
NESJEA	Ni	2	0	4	302	Square planar	0.25	('N', 'N', 'O', 'O')	['H16-C15-N-O-S', 'H16-C15-N-O-S']	H32-C30-N2-O2-S2-Ni	8	28	['NESJEA']	1	Ni_2_4_Square planar_['N', 'N', 'O', 'O']
LINZUF	Ni	2	0	4	302	Square planar	0.08	('N', 'N', 'O', 'O')	['H16-C15-N-O3', 'H16-C15-N-O3']	H32-C30-N2-O6-Ni	8	28	['LINZUF']	1	Ni_2_4_Square planar_['N', 'N', 'O', 'O']
YIKZIC	Ni	2	0	4	282	Square planar	0.07	('N', 'N', 'O', 'O')	['H16-C16-N-O', 'H16-C16-N-O']	H32-C32-N2-O2-Ni	8	28	['YIKZIC']	1	Ni_2_4_Square planar_['N', 'N', 'O', 'O']
BENBOO	Ni	2	0	4	298	Square planar	0.18	('N', 'N', 'O', 'O')	['H16-C16-N-O2', 'H16-C16-N-O2']	H32-C32-N2-O4-Ni	8	28	['BENBOO']	1	Ni_2_4_Square planar_['N', 'N', 'O', 'O']
SACMEQ	Ni	2	0	4	342	Square planar	0.58	('N', 'N', 'O', 'O')	['H16-C16-N3-O3', 'H16-C16-N3-O3']	H32-C32-N6-O6-Ni	8	28	['SACMEQ']	1	Ni_2_4_Square planar_['N', 'N', 'O', 'O']
VAWJUB	Ni	2	0	4	294	Square planar	0.11	('N', 'N', 'O', 'O')	['H16-C17-N-O', 'H16-C17-N-O']	H32-C34-N2-O2-Ni	8	28	['VAWJUB']	1	Ni_2_4_Square planar_['N', 'N', 'O', 'O']
DEPKUE	Ni	2	0	4	176	Square planar	0.59	('N', 'N', 'O', 'O')	['H16-C17-N2-O2']	H16-C17-N2-O2-Ni	8	28	['DEPKUE']	1	Ni_2_4_Square planar_['N', 'N', 'O', 'O']
LUCMUU	Ni	2	0	4	250	Square planar	0.48	('N', 'N', 'O', 'O')	['H16-C18-N2-O2-Cl4']	H16-C18-N2-O2-Cl4-Ni	8	28	['LUCMUU']	1	Ni_2_4_Square planar_['N', 'N', 'O', 'O']
TUCQAJ	Ni	2	0	4	334	Square planar	0.04	('N', 'N', 'O', 'O')	['H16-C18-N3-O', 'H16-C18-N3-O']	H32-C36-N6-O2-Ni	8	28	['TUCQAJ']	1	Ni_2_4_Square planar_['N', 'N', 'O', 'O']
KUBFIX	Ni	2	0	4	196	Square planar	1.17	('N', 'N', 'O', 'O')	['H16-C18-N4-O2']	H16-C18-N4-O2-Ni	8	28	['KUBFIX']	1	Ni_2_4_Square planar_['N', 'N', 'O', 'O']
KATVIM	Ni	2	0	4	334	Square planar	0.09	('N', 'N', 'O', 'O')	['H16-C19-N-O2', 'H16-C19-N-O2']	H32-C38-N2-O4-Ni	8	28	['KATVIM']	1	Ni_2_4_Square planar_['N', 'N', 'O', 'O']
PAYKEH	Ni	2	0	4	328	Square planar	1.81	('N', 'N', 'O', 'O')	['H16-C19-N2-O2-Br4']	H16-C19-N2-O2-Ni-Br4	8	28	['PAYKEH']	1	Ni_2_4_Square planar_['N', 'N', 'O', 'O']
QITMOX	Ni	2	0	4	256	Square planar	1.56	('N', 'N', 'O', 'O')	['H16-C19-N2-O2-Cl4']	H16-C19-N2-O2-Cl4-Ni	8	28	['QITMOX', 'GANYAX']	2	Ni_2_4_Square planar_['N', 'N', 'O', 'O']
XECTAC	Ni	2	0	4	400	Square planar	2.01	('N', 'N', 'O', 'O')	['H16-C19-N2-O2-I4']	H16-C19-N2-O2-Ni-I4	8	28	['XECTAC']	1	Ni_2_4_Square planar_['N', 'N', 'O', 'O']
IWISAI	Ni	2	0	4	196	Square planar	0.83	('N', 'N', 'O', 'O')	['H16-C19-N2-O3']	H16-C19-N2-O3-Ni	8	28	['IWISAI']	1	Ni_2_4_Square planar_['N', 'N', 'O', 'O']
LAGGAC	Ni	2	0	4	210	Square planar	0.23	('N', 'N', 'O', 'O')	['H16-C19-N4-O3']	H16-C19-N4-O3-Ni	8	28	['LAGGAC']	1	Ni_2_4_Square planar_['N', 'N', 'O', 'O']
QACQAN	Ni	2	0	4	226	Square planar	0.32	('N', 'N', 'O', 'O')	['H16-C19-N4-O5']	H16-C19-N4-O5-Ni	8	28	['QACQAN']	1	Ni_2_4_Square planar_['N', 'N', 'O', 'O']
WIPZON	Ni	2	0	4	330	Square planar	0.67	('N', 'N', 'O', 'O')	['H16-C20-N-O', 'H16-C20-N-O']	H32-C40-N2-O2-Ni	8	28	['WIPZON']	1	Ni_2_4_Square planar_['N', 'N', 'O', 'O']
PUVRUW	Ni	2	0	4	298	Square planar	0.18	('N', 'N', 'O', 'O')	['H16-C20-N2-O2-Cl2-Br2']	H16-C20-N2-O2-Cl2-Ni-Br2	8	28	['PUVRUW']	1	Ni_2_4_Square planar_['N', 'N', 'O', 'O']
KOMWOA	Ni	2	0	4	200	Square planar	1.86	('N', 'N', 'O', 'O')	['H16-C21-N2-O2']	H16-C21-N2-O2-Ni	8	28	['KOMWOA']	1	Ni_2_4_Square planar_['N', 'N', 'O', 'O']
HOTQAJ	Ni	2	0	4	258	Square planar	0.18	('N', 'N', 'O', 'O')	['H16-C21-N3-O4-Br']	H16-C21-N3-O4-Ni-Br	8	28	['HOTQAJ']	1	Ni_2_4_Square planar_['N', 'N', 'O', 'O']
LAMROI	Ni	2	0	4	292	Square planar	0.17	('N', 'N', 'O', 'O')	['H16-C22-N2-O4-Br2']	H16-C22-N2-O4-Ni-Br2	8	28	['LAMROI']	1	Ni_2_4_Square planar_['N', 'N', 'O', 'O']
MOHQAD	Ni	2	0	4	382	Square planar	0.33	('N', 'N', 'O', 'O')	['H16-C22-N3-O', 'H16-C22-N3-O']	H32-C44-N6-O2-Ni	8	28	['MOHQAD']	1	Ni_2_4_Square planar_['N', 'N', 'O', 'O']
KIKHIY	Ni	2	0	4	226	Square planar	0.17	('N', 'N', 'O', 'O')	['H16-C24-N2-O3']	H16-C24-N2-O3-Ni	8	28	['KIKHIY']	1	Ni_2_4_Square planar_['N', 'N', 'O', 'O']
ROPSOG	Ni	2	1	4	194	Square planar	0.11	('N', 'N', 'O', 'O')	['H16-C6-N2', 'H19-C11-O2']	H35-C17-N2-O2-Ni	8	28	['ROPSOG']	1	Ni_2_4_Square planar_['N', 'N', 'O', 'O']
PEWNAG	Ni	2	0	4	284	Square planar	0.24	('N', 'N', 'O', 'O')	['H16-C6-N2', 'H4-C9-O3-F12']	H20-C15-N2-O3-F12-Ni	8	28	['PEWNAG']	1	Ni_2_4_Square planar_['N', 'N', 'O', 'O']
KISKON	Ni	2	1	4	146	Square planar	0.06	('N', 'N', 'O', 'O')	['H16-C6-N2', 'H7-C5-O2']	H23-C11-N2-O2-Ni	8	28	['KISKON']	1	Ni_2_4_Square planar_['N', 'N', 'O', 'O']
OVETUF	Ni	2	0	4	174	Square planar	0.10	('N', 'N', 'O', 'O')	['H16-C7-N-O', 'H16-C7-N-O']	H32-C14-N2-O2-Ni	8	28	['OVETUF']	1	Ni_2_4_Square planar_['N', 'N', 'O', 'O']
VEZFOV	Ni	2	0	4	204	Square planar	0.13	('N', 'N', 'O', 'O')	['H16-C9-O3', 'H8-C10-N2']	H24-C19-N2-O3-Ni	8	28	['VEZFOV']	1	Ni_2_4_Square planar_['N', 'N', 'O', 'O']
PAVQOV	Ni	2	0	4	302	Square planar	0.22	('N', 'N', 'O', 'O')	['H17-C15-N2-O2', 'H17-C15-N2-O2']	H34-C30-N4-O4-Ni	8	28	['PAVQOV']	1	Ni_2_4_Square planar_['N', 'N', 'O', 'O']
RUNWIH	Ni	2	0	4	362	Square planar	0.14	('N', 'N', 'O', 'O')	['H17-C16-N2-O3-S', 'H17-C16-N2-O3-S']	H34-C32-N4-O6-S2-Ni	8	28	['RUNWIH']	1	Ni_2_4_Square planar_['N', 'N', 'O', 'O']
QIMPAG	Ni	2	0	4	342	Square planar	0.07	('N', 'N', 'O', 'O')	['H17-C17-N2-O3', 'H17-C17-N2-O3']	H34-C34-N4-O6-Ni	8	28	['QIMPAG']	1	Ni_2_4_Square planar_['N', 'N', 'O', 'O']
JEFREU	Ni	2	0	4	322	Square planar	0.21	('N', 'N', 'O', 'O')	['H17-C18-N2-O', 'H17-C18-N2-O']	H34-C36-N4-O2-Ni	8	28	['JEFREU']	1	Ni_2_4_Square planar_['N', 'N', 'O', 'O']
TOBTUB	Ni	2	0	4	334	Square planar	0.03	('N', 'N', 'O', 'O')	['H17-C19-N2-O', 'H17-C19-N2-O']	H34-C38-N4-O2-Ni	8	28	['TOBTUB']	1	Ni_2_4_Square planar_['N', 'N', 'O', 'O']
QIMRUC	Ni	2	0	4	362	Square planar	0.10	('N', 'N', 'O', 'O')	['H17-C20-N2-O2', 'H17-C20-N2-O2']	H34-C40-N4-O4-Ni	8	28	['QIMRUC']	1	Ni_2_4_Square planar_['N', 'N', 'O', 'O']
