refcode	metal	m_ox	totcharge	CN	N	geometry	min	coord_sphere	formula_ligs_list	TMC_formula	d_elec	elem_nr	groups	len_groups	name
ZECLIC	Ni	2	0	4	308	Square planar	0.18	('N', 'N', 'N', 'O')	['H35-C32-N3-O4']	H35-C32-N3-O4-Ni	8	28	['ZECLIC']	1	Ni_2_4_Square planar_['N', 'N', 'N', 'O']
DIHYUR	Ni	2	0	4	336	Square planar	0.10	('N', 'N', 'N', 'O')	['H36-C35-N3-O3-Cl']	H36-C35-N3-O3-Cl-Ni	8	28	['DIHYUR']	1	Ni_2_4_Square planar_['N', 'N', 'N', 'O']
IGIVUQ	Ni	2	0	4	380	Square planar	0.30	('N', 'N', 'N', 'O')	['H36-C40-N3-O3-P-S']	H36-C40-N3-O3-P-S-Ni	8	28	['IGIVUQ']	1	Ni_2_4_Square planar_['N', 'N', 'N', 'O']
UVUBET	Ni	2	0	4	368	Square planar	0.32	('N', 'N', 'N', 'O')	['H36-C42-N4-O3']	H36-C42-N4-O3-Ni	8	28	['UVUBET']	1	Ni_2_4_Square planar_['N', 'N', 'N', 'O']
NERXIU	Ni	2	-1	4	368	Square planar	0.53	('N', 'N', 'N', 'O')	['H37-C31-N3-O2', 'H4-C7-O2-Cl']	H41-C38-N3-O4-Cl-Ni	8	28	['NERXIU']	1	Ni_2_4_Square planar_['N', 'N', 'N', 'O']
LAJQIA	Ni	2	0	4	354	Square planar	0.24	('N', 'N', 'N', 'O')	['H38-C38-N4-O4']	H38-C38-N4-O4-Ni	8	28	['LAJQIA', 'LAJQEW']	2	Ni_2_4_Square planar_['N', 'N', 'N', 'O']
YOLSIC	Ni	2	0	4	352	Square planar	0.47	('N', 'N', 'N', 'O')	['H40-C36-N4-O5']	H40-C36-N4-O5-Ni	8	28	['YOLSIC']	1	Ni_2_4_Square planar_['N', 'N', 'N', 'O']
YIQGAI	Ni	2	0	4	304	Square planar	0.13	('N', 'N', 'N', 'O')	['H41-C33-N3-O2']	H41-C33-N3-O2-Ni	8	28	['YIQGAI']	1	Ni_2_4_Square planar_['N', 'N', 'N', 'O']
DIRPOJ	Ni	2	0	4	276	Square planar	1.89	('N', 'N', 'N', 'P')	['C-N-S', 'C-N-S', 'H36-C22-N-P']	H36-C24-N3-P-S2-Ni	8	28	['DIRPOJ']	1	Ni_2_4_Square planar_['N', 'N', 'N', 'P']
PICNUN	Ni	2	0	4	324	Square planar	4.46	('N', 'N', 'N', 'P')	['H27-C32-N5', 'H9-C3-P']	H36-C35-N5-P-Ni	8	28	['PICNUN']	1	Ni_2_4_Square planar_['N', 'N', 'N', 'P']
HINSUV	Ni	2	0	4	230	Square planar	0.58	('N', 'N', 'N', 'S')	['C-N-S', 'H15-C19-N4-S']	H15-C20-N5-S2-Ni	8	28	['HINSUV', 'HINTAC']	2	Ni_2_4_Square planar_['N', 'N', 'N', 'S']
JAWNEA	Ni	2	0	4	218	Square planar	0.51	('N', 'N', 'N', 'S')	['C-N-S', 'H21-C16-N4-S']	H21-C17-N5-S2-Ni	8	28	['JAWNEA']	1	Ni_2_4_Square planar_['N', 'N', 'N', 'S']
BACGIX	Ni	2	1	4	198	Square planar	0.53	('N', 'N', 'N', 'S')	['H10-C6-N2', 'H21-C10-N2-S']	H31-C16-N4-S-Ni	8	28	['BACGIX']	1	Ni_2_4_Square planar_['N', 'N', 'N', 'S']
BASTAT	Ni	2	0	4	354	Square planar	0.91	('N', 'N', 'N', 'S')	['H11-C9-N3', 'H20-C24-N4-O2-S2']	H31-C33-N7-O2-S2-Ni	8	28	['BASTAT']	1	Ni_2_4_Square planar_['N', 'N', 'N', 'S']
GUWKIS	Ni	2	1	4	166	Square planar	0.63	('N', 'N', 'N', 'S')	['H12-C9-N5-S', 'H3-C2-N']	H15-C11-N6-S-Ni	8	28	['GUWKIS']	1	Ni_2_4_Square planar_['N', 'N', 'N', 'S']
TARWOA	Ni	2	0	4	162	Square planar	0.70	('N', 'N', 'N', 'S')	['H15-C11-N2-S', 'N-O2']	H15-C11-N3-O2-S-Ni	8	28	['TARWOA']	1	Ni_2_4_Square planar_['N', 'N', 'N', 'S']
WODQUB	Ni	2	1	4	146	Square planar	0.44	('N', 'N', 'N', 'S')	['H16-C11-N3-S']	H16-C11-N3-S-Ni	8	28	['WODQUB', 'CAKQOU']	2	Ni_2_4_Square planar_['N', 'N', 'N', 'S']
TEDYIK	Ni	2	0	4	268	Square planar	0.50	('N', 'N', 'N', 'S')	['H16-C20-N2-O2-S2', 'H5-C5-N']	H21-C25-N3-O2-S2-Ni	8	28	['TEDYIK']	1	Ni_2_4_Square planar_['N', 'N', 'N', 'S']
BUKMIE	Ni	2	0	4	164	Square planar	1.05	('N', 'N', 'N', 'S')	['H18-C11-N4-O-S']	H18-C11-N4-O-S-Ni	8	28	['BUKMIE']	1	Ni_2_4_Square planar_['N', 'N', 'N', 'S']
BACGET	Ni	2	1	4	182	Square planar	0.45	('N', 'N', 'N', 'S')	['H21-C10-N2-S', 'H6-C4-N2']	H27-C14-N4-S-Ni	8	28	['BACGET']	1	Ni_2_4_Square planar_['N', 'N', 'N', 'S']
EFAHUP	Ni	2	2	4	162	Square planar	0.87	('N', 'N', 'N', 'S')	['H21-C13-N3-S']	H21-C13-N3-S-Ni	8	28	['EFAHUP']	1	Ni_2_4_Square planar_['N', 'N', 'N', 'S']
WODRAI	Ni	2	1	4	170	Square planar	2.17	('N', 'N', 'N', 'S')	['H22-C14-N3-S']	H22-C14-N3-S-Ni	8	28	['WODRAI']	1	Ni_2_4_Square planar_['N', 'N', 'N', 'S']
POLZOH	Ni	2	0	4	434	Square planar	0.49	('N', 'N', 'N', 'S')	['H23-C15-S', 'H28-B-C30-N6', 'H3-C2-N']	H54-B-C47-N7-S-Ni	8	28	['POLZOH']	1	Ni_2_4_Square planar_['N', 'N', 'N', 'S']
LUHPIO	Ni	2	1	4	196	Square planar	0.81	('N', 'N', 'N', 'S')	['H25-C14-N4-S2']	H25-C14-N4-S2-Ni	8	28	['LUHPIO']	1	Ni_2_4_Square planar_['N', 'N', 'N', 'S']
NUPGAI	Ni	2	2	4	178	Square planar	0.83	('N', 'N', 'N', 'S')	['H25-C15-N3-S']	H25-C15-N3-S-Ni	8	28	['NUPGAI']	1	Ni_2_4_Square planar_['N', 'N', 'N', 'S']
LAQSAX	Ni	2	1	4	208	Square planar	0.73	('N', 'N', 'N', 'S')	['H25-C16-N4-S2']	H25-C16-N4-S2-Ni	8	28	['LAQSAX']	1	Ni_2_4_Square planar_['N', 'N', 'N', 'S']
HIXBOF	Ni	2	1	4	224	Square planar	0.60	('N', 'N', 'N', 'S')	['H27-C17-N4-O-S2']	H27-C17-N4-O-S2-Ni	8	28	['HIXBOF']	1	Ni_2_4_Square planar_['N', 'N', 'N', 'S']
LAQRUQ	Ni	2	1	4	232	Square planar	0.57	('N', 'N', 'N', 'S')	['H29-C18-N4-O-S2']	H29-C18-N4-O-S2-Ni	8	28	['LAQRUQ']	1	Ni_2_4_Square planar_['N', 'N', 'N', 'S']
QIJBIW	Ni	2	1	4	256	Square planar	1.22	('N', 'N', 'N', 'S')	['H30-C27-N3-S']	H30-C27-N3-S-Ni	8	28	['QIJBIW']	1	Ni_2_4_Square planar_['N', 'N', 'N', 'S']
HIXBUL	Ni	2	1	4	248	Square planar	0.63	('N', 'N', 'N', 'S')	['H33-C20-N4-O-S2']	H33-C20-N4-O-S2-Ni	8	28	['HIXBUL']	1	Ni_2_4_Square planar_['N', 'N', 'N', 'S']
HOPYIW	Ni	2	0	4	142	Square planar	0.64	('N', 'N', 'N', 'S')	['H7-C7-N4-S', 'N3']	H7-C7-N7-S-Ni	8	28	['HOPYIW']	1	Ni_2_4_Square planar_['N', 'N', 'N', 'S']
REMMOM	Ni	2	0	4	188	Square planar	0.82	('N', 'N', 'N', 'Se')	['H11-C11-N7-Se']	H11-C11-N7-Ni-Se	8	28	['REMMOM']	1	Ni_2_4_Square planar_['N', 'N', 'N', 'Se']
UFURUL	Ni	2	0	4	328	Square planar	1.49	('N', 'N', 'O', 'O')	['H-C-O2', 'H53-C35-N2']	H54-C36-N2-O2-Ni	8	28	['UFURUL']	1	Ni_2_4_Square planar_['N', 'N', 'O', 'O']
ASALNI11	Ni	2	0	4	198	Square planar	0.09	('N', 'N', 'O', 'O')	['H10-C10-N-O', 'H10-C10-N-O']	H20-C20-N2-O2-Ni	8	28	['ASALNI11', 'KEFWAU']	2	Ni_2_4_Square planar_['N', 'N', 'O', 'O']
KEJDEK	Ni	2	0	4	338	Square planar	0.10	('N', 'N', 'O', 'O')	['H10-C10-N-O-Br2', 'H10-C10-N-O-Br2']	H20-C20-N2-O2-Ni-Br4	8	28	['KEJDEK']	1	Ni_2_4_Square planar_['N', 'N', 'O', 'O']
EHUGUK	Ni	2	0	4	266	Square planar	0.11	('N', 'N', 'O', 'O')	['H10-C10-N-O-Cl2', 'H10-C10-N-O-Cl2']	H20-C20-N2-O2-Cl4-Ni	8	28	['EHUGUK', 'HAWGES']	2	Ni_2_4_Square planar_['N', 'N', 'O', 'O']
AJILOU	Ni	2	0	4	226	Square planar	0.00	('N', 'N', 'O', 'O')	['H10-C10-N3-O', 'H10-C10-N3-O']	H20-C20-N6-O2-Ni	8	28	['AJILOU']	1	Ni_2_4_Square planar_['N', 'N', 'O', 'O']
GASZUW	Ni	2	0	4	238	Square planar	0.12	('N', 'N', 'O', 'O')	['H10-C12-N-O2', 'H10-C12-N-O2']	H20-C24-N2-O4-Ni	8	28	['GASZUW']	1	Ni_2_4_Square planar_['N', 'N', 'O', 'O']
PSALNI02	Ni	2	0	4	234	Square planar	0.10	('N', 'N', 'O', 'O')	['H10-C13-N-O', 'H10-C13-N-O']	H20-C26-N2-O2-Ni	8	28	['PSALNI02']	1	Ni_2_4_Square planar_['N', 'N', 'O', 'O']
DUHKEY	Ni	2	0	4	334	Square planar	0.12	('N', 'N', 'O', 'O')	['H10-C13-N-O-S-Cl2', 'H10-C13-N-O-S-Cl2']	H20-C26-N2-O2-S2-Cl4-Ni	8	28	['DUHKEY']	1	Ni_2_4_Square planar_['N', 'N', 'O', 'O']
HULPIP	Ni	2	0	4	266	Square planar	0.08	('N', 'N', 'O', 'O')	['H10-C13-N-O3', 'H10-C13-N-O3']	H20-C26-N2-O6-Ni	8	28	['HULPIP']	1	Ni_2_4_Square planar_['N', 'N', 'O', 'O']
EJEDUT	Ni	2	0	4	386	Square planar	0.10	('N', 'N', 'O', 'O')	['H10-C14-N-O-Br2', 'H10-C14-N-O-Br2']	H20-C28-N2-O2-Ni-Br4	8	28	['EJEDUT']	1	Ni_2_4_Square planar_['N', 'N', 'O', 'O']
TIDVOS	Ni	2	0	4	294	Square planar	0.27	('N', 'N', 'O', 'O')	['H10-C14-N2-O2-F', 'H10-C14-N2-O2-F']	H20-C28-N4-O4-F2-Ni	8	28	['TIDVOS']	1	Ni_2_4_Square planar_['N', 'N', 'O', 'O']
FAPKAJ	Ni	2	0	4	202	Square planar	0.23	('N', 'N', 'O', 'O')	['H10-C14-N2-O3', 'H5-C5-N']	H15-C19-N3-O3-Ni	8	28	['FAPKAJ']	1	Ni_2_4_Square planar_['N', 'N', 'O', 'O']
COCYID	Ni	2	0	4	310	Square planar	0.35	('N', 'N', 'O', 'O')	['H10-C14-N2-O3-F', 'H10-C14-N2-O3-F']	H20-C28-N4-O6-F2-Ni	8	28	['COCYID']	1	Ni_2_4_Square planar_['N', 'N', 'O', 'O']
MAHVAT	Ni	2	0	4	268	Square planar	0.27	('N', 'N', 'O', 'O')	['H10-C15-N2-O2-Cl-Br', 'H15-C6-N']	H25-C21-N3-O2-Cl-Ni-Br	8	28	['MAHVAT']	1	Ni_2_4_Square planar_['N', 'N', 'O', 'O']
VUPPII	Ni	2	0	4	200	Square planar	0.19	('N', 'N', 'O', 'O')	['H10-C16-N2-O2-F4']	H10-C16-N2-O2-F4-Ni	8	28	['VUPPII']	1	Ni_2_4_Square planar_['N', 'N', 'O', 'O']
KIPVAJ	Ni	2	0	4	422	Square planar	0.07	('N', 'N', 'O', 'O')	['H10-C17-N-O-Br2', 'H10-C17-N-O-Br2']	H20-C34-N2-O2-Ni-Br4	8	28	['KIPVAJ']	1	Ni_2_4_Square planar_['N', 'N', 'O', 'O']
NEGQUO	Ni	2	0	4	386	Square planar	0.07	('N', 'N', 'O', 'O')	['H10-C17-N-O-Cl-Br', 'H10-C17-N-O-Cl-Br']	H20-C34-N2-O2-Cl2-Ni-Br2	8	28	['NEGQUO']	1	Ni_2_4_Square planar_['N', 'N', 'O', 'O']
GAQCOT	Ni	2	0	4	190	Square planar	0.19	('N', 'N', 'O', 'O')	['H10-C18-N4-O2']	H10-C18-N4-O2-Ni	8	28	['GAQCOT']	1	Ni_2_4_Square planar_['N', 'N', 'O', 'O']
VEQFII	Ni	2	0	4	272	Square planar	1.17	('N', 'N', 'O', 'O')	['H10-C19-N2-O2-F7-Cl', 'H3-N']	H13-C19-N3-O2-F7-Cl-Ni	8	28	['VEQFII']	1	Ni_2_4_Square planar_['N', 'N', 'O', 'O']
MURQOG	Ni	2	0	4	328	Square planar	0.23	('N', 'N', 'O', 'O')	['H10-C20-N2-O2-Br4']	H10-C20-N2-O2-Ni-Br4	8	28	['MURQOG']	1	Ni_2_4_Square planar_['N', 'N', 'O', 'O']
KUSCIL	Ni	2	0	4	292	Square planar	0.25	('N', 'N', 'O', 'O')	['H10-C20-N2-O2-Cl2-Br2']	H10-C20-N2-O2-Cl2-Ni-Br2	8	28	['KUSCIL']	1	Ni_2_4_Square planar_['N', 'N', 'O', 'O']
HEHSAO	Ni	2	0	4	256	Square planar	0.20	('N', 'N', 'O', 'O')	['H10-C20-N2-O2-Cl4']	H10-C20-N2-O2-Cl4-Ni	8	28	['HEHSAO']	1	Ni_2_4_Square planar_['N', 'N', 'O', 'O']
IQETAB	Ni	2	0	4	224	Square planar	0.25	('N', 'N', 'O', 'O')	['H10-C20-N2-O2-F4']	H10-C20-N2-O2-F4-Ni	8	28	['IQETAB']	1	Ni_2_4_Square planar_['N', 'N', 'O', 'O']
OSINUB	Ni	2	0	4	476	Square planar	0.06	('N', 'N', 'O', 'O')	['H10-C37-N4-F15', 'H7-C5-O2']	H17-C42-N4-O2-F15-Ni	8	28	['OSINUB']	1	Ni_2_4_Square planar_['N', 'N', 'O', 'O']
KUDKEB	Ni	2	0	4	150	Square planar	0.10	('N', 'N', 'O', 'O')	['H10-C6-N-O', 'H10-C6-N-O']	H20-C12-N2-O2-Ni	8	28	['KUDKEB']	1	Ni_2_4_Square planar_['N', 'N', 'O', 'O']
SOBKEB	Ni	2	0	4	268	Square planar	0.61	('N', 'N', 'O', 'O')	['H10-C7-N2', 'H7-C13-N2-O2-F3-S2']	H17-C20-N4-O2-F3-S2-Ni	8	28	['SOBKEB']	1	Ni_2_4_Square planar_['N', 'N', 'O', 'O']
SOBKAX	Ni	2	0	4	266	Square planar	0.44	('N', 'N', 'O', 'O')	['H10-C7-N2', 'H9-C15-N2-O2-F3-S']	H19-C22-N4-O2-F3-S-Ni	8	28	['SOBKAX']	1	Ni_2_4_Square planar_['N', 'N', 'O', 'O']
ZOZRAK	Ni	2	0	4	174	Square planar	0.15	('N', 'N', 'O', 'O')	['H10-C8-N-O', 'H10-C8-N-O']	H20-C16-N2-O2-Ni	8	28	['ZOZRAK']	1	Ni_2_4_Square planar_['N', 'N', 'O', 'O']
YANWIT	Ni	2	0	4	202	Square planar	0.38	('N', 'N', 'O', 'O')	['H10-C8-N3-O', 'H10-C8-N3-O']	H20-C16-N6-O2-Ni	8	28	['YANWIT']	1	Ni_2_4_Square planar_['N', 'N', 'O', 'O']
QOWVUU	Ni	2	0	4	186	Square planar	0.09	('N', 'N', 'O', 'O')	['H10-C9-N-O', 'H10-C9-N-O']	H20-C18-N2-O2-Ni	8	28	['QOWVUU']	1	Ni_2_4_Square planar_['N', 'N', 'O', 'O']
JEGWOR	Ni	2	0	4	270	Square planar	0.13	('N', 'N', 'O', 'O')	['H11-C10-N-O-Br', 'H11-C10-N-O-Br']	H22-C20-N2-O2-Ni-Br2	8	28	['JEGWOR']	1	Ni_2_4_Square planar_['N', 'N', 'O', 'O']
TAVQUD	Ni	2	0	4	234	Square planar	0.15	('N', 'N', 'O', 'O')	['H11-C10-N-O-Cl', 'H11-C10-N-O-Cl']	H22-C20-N2-O2-Cl2-Ni	8	28	['TAVQUD']	1	Ni_2_4_Square planar_['N', 'N', 'O', 'O']
RECYAC	Ni	2	0	4	286	Square planar	0.13	('N', 'N', 'O', 'O')	['H11-C10-N-O2-Br', 'H11-C10-N-O2-Br']	H22-C20-N2-O4-Ni-Br2	8	28	['RECYAC']	1	Ni_2_4_Square planar_['N', 'N', 'O', 'O']
FUGBOZ	Ni	2	1	4	148	Square planar	0.42	('N', 'N', 'O', 'O')	['H11-C13-N2-O', 'H2-O']	H13-C13-N2-O2-Ni	8	28	['FUGBOZ']	1	Ni_2_4_Square planar_['N', 'N', 'O', 'O']
PURWEG	Ni	2	0	4	266	Square planar	0.33	('N', 'N', 'O', 'O')	['H11-C13-N2-O2', 'H11-C13-N2-O2']	H22-C26-N4-O4-Ni	8	28	['PURWEG']	1	Ni_2_4_Square planar_['N', 'N', 'O', 'O']
RISRAN	Ni	2	0	4	282	Square planar	0.14	('N', 'N', 'O', 'O')	['H11-C14-N-O-Cl', 'H11-C14-N-O-Cl']	H22-C28-N2-O2-Cl2-Ni	8	28	['RISRAN']	1	Ni_2_4_Square planar_['N', 'N', 'O', 'O']
DOPXUD	Ni	2	0	4	266	Square planar	0.11	('N', 'N', 'O', 'O')	['H11-C14-N-O-F', 'H11-C14-N-O-F']	H22-C28-N2-O2-F2-Ni	8	28	['DOPXUD']	1	Ni_2_4_Square planar_['N', 'N', 'O', 'O']
TEKZAK	Ni	2	0	4	188	Square planar	0.16	('N', 'N', 'O', 'O')	['H11-C14-N-O2', 'H11-C4-N']	H22-C18-N2-O2-Ni	8	28	['TEKZAK']	1	Ni_2_4_Square planar_['N', 'N', 'O', 'O']
TEGKOF	Ni	2	0	4	194	Square planar	0.14	('N', 'N', 'O', 'O')	['H11-C14-N-O2', 'H11-C5-N']	H22-C19-N2-O2-Ni	8	28	['TEGKOF']	1	Ni_2_4_Square planar_['N', 'N', 'O', 'O']
LIPBET	Ni	2	0	4	196	Square planar	0.27	('N', 'N', 'O', 'O')	['H11-C14-N-O3', 'H11-C4-N']	H22-C18-N2-O3-Ni	8	28	['LIPBET']	1	Ni_2_4_Square planar_['N', 'N', 'O', 'O']
TUZVER	Ni	2	0	4	198	Square planar	0.09	('N', 'N', 'O', 'O')	['H11-C14-N-O3', 'H6-C4-N2']	H17-C18-N3-O3-Ni	8	28	['TUZVER']	1	Ni_2_4_Square planar_['N', 'N', 'O', 'O']
BEAMNI	Ni	2	0	4	262	Square planar	0.01	('N', 'N', 'O', 'O')	['H11-C14-N2-O', 'H11-C14-N2-O']	H22-C28-N4-O2-Ni	8	28	['BEAMNI', 'XAKCIY']	2	Ni_2_4_Square planar_['N', 'N', 'O', 'O']
ZATKIQ	Ni	2	0	4	314	Square planar	0.14	('N', 'N', 'O', 'O')	['H11-C15-N-O-F3', 'H11-C15-N-O-F3']	H22-C30-N2-O2-F6-Ni	8	28	['ZATKIQ']	1	Ni_2_4_Square planar_['N', 'N', 'O', 'O']
CANFOO	Ni	2	0	4	236	Square planar	0.16	('N', 'N', 'O', 'O')	['H11-C15-N2-O2-Br', 'H5-C5-N']	H16-C20-N3-O2-Ni-Br	8	28	['CANFOO']	1	Ni_2_4_Square planar_['N', 'N', 'O', 'O']
NOHYEP	Ni	2	0	4	220	Square planar	0.18	('N', 'N', 'O', 'O')	['H11-C15-N2-O3-Cl', 'H4-C3-N2']	H15-C18-N4-O3-Cl-Ni	8	28	['NOHYEP']	1	Ni_2_4_Square planar_['N', 'N', 'O', 'O']
NOTNUH	Ni	2	0	4	286	Square planar	0.03	('N', 'N', 'O', 'O')	['H11-C16-N2-O', 'H11-C16-N2-O']	H22-C32-N4-O2-Ni	8	28	['NOTNUH', 'QAZGIJ']	2	Ni_2_4_Square planar_['N', 'N', 'O', 'O']
VOKNOY	Ni	2	0	4	206	Square planar	0.15	('N', 'N', 'O', 'O')	['H11-C17-N-O2', 'H11-C4-N']	H22-C21-N2-O2-Ni	8	28	['VOKNOY']	1	Ni_2_4_Square planar_['N', 'N', 'O', 'O']
KIFYIH	Ni	2	0	4	212	Square planar	0.17	('N', 'N', 'O', 'O')	['H11-C17-N-O2', 'H11-C5-N']	H22-C22-N2-O2-Ni	8	28	['KIFYIH']	1	Ni_2_4_Square planar_['N', 'N', 'O', 'O']
NUMLEM	Ni	2	0	4	238	Square planar	0.28	('N', 'N', 'O', 'O')	['H11-C5-N', 'H14-C17-N2-O4']	H25-C22-N3-O4-Ni	8	28	['NUMLEM']	1	Ni_2_4_Square planar_['N', 'N', 'O', 'O']
QUSXOS	Ni	2	1	4	162	Square planar	0.05	('N', 'N', 'O', 'O')	['H11-C7-O2', 'H16-C6-N2']	H27-C13-N2-O2-Ni	8	28	['QUSXOS']	1	Ni_2_4_Square planar_['N', 'N', 'O', 'O']
KAMHUB	Ni	2	0	4	202	Square planar	0.13	('N', 'N', 'O', 'O')	['H12-C10-N-O', 'H12-C10-N-O']	H24-C20-N2-O2-Ni	8	28	['KAMHUB']	1	Ni_2_4_Square planar_['N', 'N', 'O', 'O']
DIMREW13	Ni	2	0	4	218	Square planar	0.14	('N', 'N', 'O', 'O')	['H12-C10-N-O2', 'H12-C10-N-O2']	H24-C20-N2-O4-Ni	8	28	['DIMREW13']	1	Ni_2_4_Square planar_['N', 'N', 'O', 'O']
IMEXIJ	Ni	2	0	4	214	Square planar	0.03	('N', 'N', 'O', 'O')	['H12-C11-N-O', 'H12-C11-N-O']	H24-C22-N2-O2-Ni	8	28	['IMEXIJ', 'ZZZKZE01', 'UQEXAR']	3	Ni_2_4_Square planar_['N', 'N', 'O', 'O']
TIGHEX	Ni	2	0	4	230	Square planar	0.05	('N', 'N', 'O', 'O')	['H12-C11-N-O2', 'H12-C11-N-O2']	H24-C22-N2-O4-Ni	8	28	['TIGHEX']	1	Ni_2_4_Square planar_['N', 'N', 'O', 'O']
JUHSUA	Ni	2	0	4	226	Square planar	0.07	('N', 'N', 'O', 'O')	['H12-C12-N-O', 'H12-C12-N-O']	H24-C24-N2-O2-Ni	8	28	['JUHSUA']	1	Ni_2_4_Square planar_['N', 'N', 'O', 'O']
ZETQUK	Ni	2	0	4	242	Square planar	0.06	('N', 'N', 'O', 'O')	['H12-C12-N-O2', 'H12-C12-N-O2']	H24-C24-N2-O4-Ni	8	28	['ZETQUK']	1	Ni_2_4_Square planar_['N', 'N', 'O', 'O']
XUYFAY	Ni	2	0	4	178	Square planar	0.20	('N', 'N', 'O', 'O')	['H12-C12-N2-O2', 'H4-C3-N2']	H16-C15-N4-O2-Ni	8	28	['XUYFAY']	1	Ni_2_4_Square planar_['N', 'N', 'O', 'O']
LETJUQ	Ni	2	0	4	218	Square planar	0.36	('N', 'N', 'O', 'O')	['H12-C12-N2-O2', 'H8-C9-N2']	H20-C21-N4-O2-Ni	8	28	['LETJUQ']	1	Ni_2_4_Square planar_['N', 'N', 'O', 'O']
LALREW	Ni	2	0	4	302	Square planar	0.06	('N', 'N', 'O', 'O')	['H12-C12-N3-O4', 'H12-C12-N3-O4']	H24-C24-N6-O8-Ni	8	28	['LALREW']	1	Ni_2_4_Square planar_['N', 'N', 'O', 'O']
YOHNIV	Ni	2	0	4	254	Square planar	0.09	('N', 'N', 'O', 'O')	['H12-C13-N-O2', 'H12-C13-N-O2']	H24-C26-N2-O4-Ni	8	28	['YOHNIV']	1	Ni_2_4_Square planar_['N', 'N', 'O', 'O']
PADZUR	Ni	2	0	4	270	Square planar	0.06	('N', 'N', 'O', 'O')	['H12-C13-N-O3', 'H12-C13-N-O3']	H24-C26-N2-O6-Ni	8	28	['PADZUR']	1	Ni_2_4_Square planar_['N', 'N', 'O', 'O']
PERMOR	Ni	2	0	4	250	Square planar	0.08	('N', 'N', 'O', 'O')	['H12-C14-N-O', 'H12-C14-N-O']	H24-C28-N2-O2-Ni	8	28	['PERMOR']	1	Ni_2_4_Square planar_['N', 'N', 'O', 'O']
FEDJAA	Ni	2	0	4	210	Square planar	0.21	('N', 'N', 'O', 'O')	['H12-C15-N2-O3', 'H5-C5-N']	H17-C20-N3-O3-Ni	8	28	['FEDJAA']	1	Ni_2_4_Square planar_['N', 'N', 'O', 'O']
LANKAP	Ni	2	0	4	236	Square planar	0.20	('N', 'N', 'O', 'O')	['H12-C15-N2-O3', 'H7-C9-N']	H19-C24-N3-O3-Ni	8	28	['LANKAP']	1	Ni_2_4_Square planar_['N', 'N', 'O', 'O']
TAGSIF	Ni	2	0	4	216	Square planar	0.20	('N', 'N', 'O', 'O')	['H12-C15-N2-O3', 'H9-C4-N-O']	H21-C19-N3-O4-Ni	8	28	['TAGSIF']	1	Ni_2_4_Square planar_['N', 'N', 'O', 'O']
YESFEI	Ni	2	0	4	220	Square planar	0.22	('N', 'N', 'O', 'O')	['H12-C15-N2-O3-Cl', 'H3-C3-N2']	H15-C18-N4-O3-Cl-Ni	8	28	['YESFEI']	1	Ni_2_4_Square planar_['N', 'N', 'O', 'O']
WEVDEJ	Ni	2	0	4	184	Square planar	0.17	('N', 'N', 'O', 'O')	['H12-C15-N2-O5']	H12-C15-N2-O5-Ni	8	28	['WEVDEJ']	1	Ni_2_4_Square planar_['N', 'N', 'O', 'O']
ZULJOI	Ni	2	0	4	200	Square planar	0.21	('N', 'N', 'O', 'O')	['H12-C16-N2-O2-Cl2']	H12-C16-N2-O2-Cl2-Ni	8	28	['ZULJOI']	1	Ni_2_4_Square planar_['N', 'N', 'O', 'O']
QEPSEK	Ni	2	0	4	240	Square planar	0.06	('N', 'N', 'O', 'O')	['H12-C16-N3-O3-Cl', 'H5-C5-N']	H17-C21-N4-O3-Cl-Ni	8	28	['QEPSEK']	1	Ni_2_4_Square planar_['N', 'N', 'O', 'O']
YALBAO	Ni	2	0	4	286	Square planar	0.07	('N', 'N', 'O', 'O')	['H12-C17-N-O', 'H12-C17-N-O']	H24-C34-N2-O2-Ni	8	28	['YALBAO']	1	Ni_2_4_Square planar_['N', 'N', 'O', 'O']
LEHLAN	Ni	2	0	4	384	Square planar	0.09	('N', 'N', 'O', 'O')	['H12-C17-N2-O2-I4']	H12-C17-N2-O2-Ni-I4	8	28	['LEHLAN']	1	Ni_2_4_Square planar_['N', 'N', 'O', 'O']
NOXVOO	Ni	2	0	4	228	Square planar	0.23	('N', 'N', 'O', 'O')	['H12-C18-N2-O2', 'H7-C6-N']	H19-C24-N3-O2-Ni	8	28	['NOXVOO']	1	Ni_2_4_Square planar_['N', 'N', 'O', 'O']
RAPMAX	Ni	2	0	4	228	Square planar	0.40	('N', 'N', 'O', 'O')	['H12-C18-N2-O3', 'H5-C5-N']	H17-C23-N3-O3-Ni	8	28	['RAPMAX']	1	Ni_2_4_Square planar_['N', 'N', 'O', 'O']
OWEGAZ	Ni	2	0	4	260	Square planar	0.35	('N', 'N', 'O', 'O')	['H12-C20-N2-O2-Br2']	H12-C20-N2-O2-Ni-Br2	8	28	['OWEGAZ']	1	Ni_2_4_Square planar_['N', 'N', 'O', 'O']
HUCDOZ	Ni	2	0	4	284	Square planar	0.22	('N', 'N', 'O', 'O')	['H12-C20-N2-O2-Cl-Br', 'H5-C5-N']	H17-C25-N3-O2-Cl-Ni-Br	8	28	['HUCDOZ']	1	Ni_2_4_Square planar_['N', 'N', 'O', 'O']
